City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Dalvik,IS,2022-07-17 17:03:36,65.9702,-18.5286,46.78,96,100,6.98
283,Arlit,NE,2022-07-17 17:06:45,18.7369,7.3853,95.83,28,34,17.74
284,Broken Hill,AU,2022-07-17 17:06:46,-31.95,141.4333,42.93,92,5,8.28
285,Gondar,ET,2022-07-17 17:06:46,12.6,37.4667,58.55,88,100,5.97
286,Vestmanna,FO,2022-07-17 17:06:46,62.1564,-7.1664,49.12,93,100,10.36
287,Kourou,GF,2022-07-17 17:06:47,5.1552,-52.6478,86.11,63,56,6.13
288,Chatrapur,IN,2022-07-17 17:06:47,19.35,84.9833,79.72,87,83,15.46
289,Maningrida,AU,2022-07-17 17:06:47,-12.0667,134.2667,63.16,95,100,7.67
290,Kununurra,AU,2022-07-17 17:06:46,-15.7667,128.7333,51.78,76,23,0.0
291,Betzdorf,DE,2022-07-17 17:06:48,50.7833,7.8833,84.42,30,0,5.75
292,Maldonado,UY,2022-07-17 17:06:48,-34.6667,-54.9167,52.99,54,0,16.71
293,Thayetmyo,MM,2022-07-17 17:06:48,19.3167,95.1833,78.67,93,74,4.07
294,Sayyan,YE,2022-07-17 17:06:49,15.1718,44.3244,69.06,38,100,6.93
295,Port Blair,IN,2022-07-17 17:06:48,11.6667,92.75,81.41,84,100,10.09
296,Mazamitla,MX,2022-07-17 17:06:49,19.9167,-103.0333,64.81,73,86,2.62
297,Fallon,US,2022-07-17 17:06:49,39.4735,-118.7774,93.92,15,0,5.75
298,Kenai,US,2022-07-17 17:06:49,60.5544,-151.2583,54.14,98,100,5.75
299,Qaqortoq,GL,2022-07-17 17:06:50,60.7167,-46.0333,46.63,75,8,10.02
300,Verkhoyansk,RU,2022-07-17 17:06:50,67.5447,133.385,54.59,71,99,2.01
301,Tartagal,AR,2022-07-17 17:06:50,-22.5164,-63.8013,63.7,30,0,6.2
302,Mayo,US,2022-07-17 17:06:51,38.8876,-76.5119,87.67,78,0,8.05
303,Delvada,IN,2022-07-17 17:06:51,20.7667,71.0333,80.94,87,80,16.91
304,Vilyuysk,RU,2022-07-17 17:06:51,63.7553,121.6247,61.43,98,74,4.32
305,Padang,ID,2022-07-17 17:06:52,-0.9492,100.3543,73.45,81,86,3.27
306,Iskateley,RU,2022-07-17 17:06:52,67.6803,53.1512,64.11,79,100,8.14
307,Marietta,US,2022-07-17 17:05:56,33.9526,-84.5499,91.65,61,75,5.75
308,Keroka,KE,2022-07-17 17:06:52,-0.7758,34.9453,55.78,95,93,3.58
309,Mahebourg,MU,2022-07-17 17:06:52,-20.4081,57.7,69.26,65,50,23.33
310,Tazovskiy,RU,2022-07-17 17:06:53,67.4667,78.7,58.55,64,99,1.5
311,Iqaluit,CA,2022-07-17 17:06:53,63.7506,-68.5145,47.7,93,100,3.0
312,Haines Junction,CA,2022-07-17 17:06:53,60.7522,-137.5108,52.81,73,100,7.78
313,Butte,US,2022-07-17 17:03:31,39.6499,-121.5677,87.03,32,0,0.0
314,Adrar,MR,2022-07-17 17:06:54,20.5022,-10.0711,111.52,7,10,13.31
315,Cidreira,BR,2022-07-17 17:06:54,-30.1811,-50.2056,57.34,61,9,13.76
316,Pag,HR,2022-07-17 17:06:54,44.445,15.0575,91.98,48,1,10.33
317,Medicine Hat,CA,2022-07-17 17:02:31,50.0501,-110.6683,79.21,52,11,1.01
318,Betong,TH,2022-07-17 17:06:55,5.7743,101.0723,72.93,99,85,1.07
319,Faya,SA,2022-07-17 17:06:55,18.3851,42.4509,70.32,34,84,5.86
320,Tuatapere,NZ,2022-07-17 17:06:55,-46.1333,167.6833,55.13,62,58,11.83
321,Lasa,IT,2022-07-17 17:06:56,46.6166,10.7002,83.7,53,18,0.36
322,Khani,GE,2022-07-17 17:06:56,41.9563,42.9566,65.77,99,84,3.09
323,Kawalu,ID,2022-07-17 17:07:56,-7.3817,108.2082,72.3,98,100,2.26
324,Bathsheba,BB,2022-07-17 17:07:56,13.2167,-59.5167,88.41,75,20,25.32
325,Hasaki,JP,2022-07-17 17:07:57,35.7333,140.8333,77.29,92,45,10.45
326,Lubango,AO,2022-07-17 17:07:57,-14.9172,13.4925,62.13,32,4,5.01
327,Halifax,CA,2022-07-17 17:03:59,44.6453,-63.5724,77.52,59,91,7.0
328,Ithaca,US,2022-07-17 17:04:09,42.4406,-76.4966,89.31,44,40,9.22
329,Gargzdai,LT,2022-07-17 17:07:57,55.7128,21.4033,62.38,72,63,10.96
330,Sovetskiy,RU,2022-07-17 17:07:58,61.3614,63.5842,63.91,75,100,5.84
331,La Paz,BO,2022-07-17 17:07:36,-16.5,-68.15,62.58,23,20,13.8
332,Sampit,ID,2022-07-17 17:07:58,-2.5333,112.95,71.24,94,100,2.98
333,Namibe,AO,2022-07-17 17:07:59,-15.1961,12.1522,66.67,78,5,7.49
334,Wencheng,CN,2022-07-17 17:07:59,33.0559,113.7978,80.89,68,24,2.71
335,Immokalee,US,2022-07-17 17:07:59,26.4187,-81.4173,80.58,78,75,11.5
336,Churapcha,RU,2022-07-17 17:07:59,62.0025,132.4325,69.17,71,42,3.89
337,Sagbayan,PH,2022-07-17 17:08:00,9.9144,124.0919,77.54,88,100,4.56
338,Ceyhan,TR,2022-07-17 17:08:00,37.0247,35.8175,86.34,56,0,9.31
339,Hailar,CN,2022-07-17 17:08:00,49.2,119.7,62.46,88,47,0.98
340,Baiyin,CN,2022-07-17 17:08:01,36.5583,104.2081,66.42,46,100,10.51
341,Sucua,EC,2022-07-17 17:08:01,-2.4667,-78.1667,72.34,88,100,9.22
342,Kargasok,RU,2022-07-17 17:08:01,59.0556,80.8572,53.1,92,53,8.12
343,Paramonga,PE,2022-07-17 17:08:02,-10.6667,-77.8333,66.2,71,34,9.01
344,Gobabis,NA,2022-07-17 17:08:02,-22.45,18.9667,57.15,32,0,11.39
345,Aklavik,CA,2022-07-17 17:08:02,68.2191,-135.0107,55.4,100,75,4.61
346,Ivdel,RU,2022-07-17 17:08:03,60.6911,60.4206,62.15,95,99,2.8
347,Melfi,IT,2022-07-17 17:08:03,40.9965,15.6514,84.13,35,61,6.93
348,Durusu,TR,2022-07-17 17:08:03,41.3053,28.6767,80.78,81,0,13.0
349,Kahului,US,2022-07-17 17:08:04,20.8947,-156.47,80.62,68,20,8.01
350,Pevek,RU,2022-07-17 17:05:41,69.7008,170.3133,30.6,96,100,33.89
351,Los Llanos De Aridane,ES,2022-07-17 17:06:26,28.6585,-17.9182,74.12,77,20,17.27
352,Sangar,RU,2022-07-17 17:08:04,63.9242,127.4739,66.02,97,99,4.45
353,Calderitas,MX,2022-07-17 17:08:05,18.55,-88.25,87.91,62,40,0.0
354,Pangai,TO,2022-07-17 17:08:05,-19.8,-174.35,77.27,75,54,24.09
355,Carutapera,BR,2022-07-17 17:03:25,-1.195,-46.02,87.21,59,42,9.48
356,Fort Nelson,CA,2022-07-17 17:07:57,58.8053,-122.7002,70.61,48,62,2.66
357,Karratha,AU,2022-07-17 17:08:05,-20.7377,116.8463,66.24,64,1,6.15
358,Mtinko,TZ,2022-07-17 17:08:06,-4.55,34.85,64.72,55,65,10.94
359,Partestii De Jos,RO,2022-07-17 17:08:06,47.6333,25.9667,69.76,46,61,12.21
360,Port Lincoln,AU,2022-07-17 17:08:06,-34.7333,135.8667,53.78,52,99,8.97
361,Vila Velha,BR,2022-07-17 17:05:29,-20.3297,-40.2925,85.95,61,20,11.99
362,Borba,BR,2022-07-17 17:08:07,-4.3878,-59.5939,95.45,39,53,4.97
363,Beyneu,KZ,2022-07-17 17:08:07,45.3167,55.2,99.63,14,0,14.81
364,Mandurah,AU,2022-07-17 17:08:07,-32.55,115.7,57.9,84,69,4.72
365,Arman,RU,2022-07-17 17:08:08,59.7,150.1667,57.02,95,14,2.91
366,Ostrzeszow,PL,2022-07-17 17:08:08,51.4264,17.9336,69.21,35,73,9.64
367,Grand Gaube,MU,2022-07-17 17:08:08,-20.0064,57.6608,69.39,70,45,8.99
368,Xudat,AZ,2022-07-17 17:09:09,41.631,48.681,81.1,52,0,4.36
369,Ostrovnoy,RU,2022-07-17 17:09:09,68.0531,39.5131,63.14,62,43,13.76
370,Goundam,ML,2022-07-17 17:09:09,16.4145,-3.6708,94.78,37,42,9.48
371,Pueblo Nuevo,MX,2022-07-17 17:09:10,23.3833,-105.3833,66.88,71,90,2.08
372,Kavieng,PG,2022-07-17 17:09:10,-2.5744,150.7967,81.79,80,77,15.37
373,Bonthe,SL,2022-07-17 17:09:10,7.5264,-12.505,76.95,90,92,9.91
374,Solnechnyy,RU,2022-07-17 17:09:11,50.7214,136.6319,60.24,71,90,3.47
375,Dingle,PH,2022-07-17 17:06:31,10.9995,122.6711,75.11,94,100,2.82
376,Biak,ID,2022-07-17 17:08:15,-0.9131,122.8766,74.84,85,98,5.32
377,Turiacu,BR,2022-07-17 17:09:11,-1.6633,-45.3717,86.52,59,64,6.17
378,Kita,ML,2022-07-17 17:09:11,13.0349,-9.4895,90.97,48,68,4.43
379,Forrest City,US,2022-07-17 17:09:02,35.0081,-90.7898,86.81,56,100,6.62
380,Tahe,CN,2022-07-17 17:09:12,52.3333,124.7333,62.38,97,36,1.45
381,Pedernales,DO,2022-07-17 17:09:12,18.0384,-71.744,90.55,50,3,8.34
382,Finnsnes,NO,2022-07-17 17:09:12,69.2296,17.9811,51.76,86,100,3.2
383,Togur,RU,2022-07-17 17:09:13,58.3631,82.8265,55.49,84,88,6.6
384,Rolla,US,2022-07-17 17:09:13,37.9514,-91.7713,78.06,86,40,3.44
385,Ayan,RU,2022-07-17 17:09:13,56.45,138.1667,57.13,95,99,9.51
386,Viedma,AR,2022-07-17 17:09:14,-40.8135,-62.9967,54.52,36,41,27.69
387,Jalu,LY,2022-07-17 17:09:14,29.0331,21.5482,96.12,16,0,13.2
388,Barcelona,ES,2022-07-17 17:09:14,41.3888,2.159,96.15,53,20,9.22
389,Abay,KZ,2022-07-17 17:09:15,49.6311,72.8539,66.58,49,50,11.03
390,Aksarka,RU,2022-07-17 17:09:15,66.5606,67.7975,63.39,56,26,1.61
391,Nouadhibou,MR,2022-07-17 17:08:33,20.931,-17.0347,69.85,85,4,32.19
392,Mangan,IN,2022-07-17 17:09:15,27.5167,88.5333,78.39,91,98,0.22
393,Ramshir,IR,2022-07-17 17:07:18,30.8946,49.4092,110.52,6,0,7.49
394,Half Moon Bay,US,2022-07-17 17:09:16,37.4636,-122.4286,79.88,73,75,13.8
395,Valparaiso,CL,2022-07-17 17:09:16,-33.0393,-71.6273,58.64,58,0,10.36
396,Chake Chake,TZ,2022-07-17 17:09:17,-5.2459,39.7666,74.7,79,44,14.79
397,Kushima,JP,2022-07-17 17:09:17,31.4583,131.2333,75.11,81,100,4.59
398,Broome,US,2022-07-17 17:09:17,42.2506,-75.833,88.18,54,0,6.91
399,Belaya Gora,RU,2022-07-17 17:09:17,68.5333,146.4167,44.69,64,7,3.89
400,Roccastrada,IT,2022-07-17 17:09:18,43.0099,11.1665,91.58,35,0,6.33
401,Waihi Beach,NZ,2022-07-17 17:09:18,-37.4,175.9333,43.83,94,95,4.0
402,Nazca,PE,2022-07-17 17:09:19,-14.8333,-74.95,74.62,39,5,5.95
403,Maniitsoq,GL,2022-07-17 17:09:19,65.4167,-52.9,42.64,93,100,15.17
404,Chingirlau,KZ,2022-07-17 17:09:19,51.095,54.0814,75.13,58,72,13.67
405,Raudeberg,NO,2022-07-17 17:09:20,61.9875,5.1352,57.87,88,79,21.77
406,Praia Da Vitoria,PT,2022-07-17 17:06:20,38.7333,-27.0667,72.54,80,20,13.04
407,Chara,RU,2022-07-17 17:09:20,56.9064,118.2631,60.58,92,98,2.8
408,Xucheng,CN,2022-07-17 17:09:20,20.35,110.1288,81.55,87,97,5.17
409,Kobylka,PL,2022-07-17 17:09:21,52.3395,21.1959,71.91,56,74,4.21
410,Boulder City,US,2022-07-17 17:06:58,35.9786,-114.8325,97.77,19,72,10.33
411,Ambanja,MG,2022-07-17 17:09:21,-13.6833,48.45,71.33,83,71,0.36
412,Sola,VU,2022-07-17 17:05:28,-13.8833,167.55,80.69,76,88,24.65
413,Port Hedland,AU,2022-07-17 17:10:22,-20.3167,118.5667,55.45,67,0,0.0
414,Caracuaro,MX,2022-07-17 17:10:22,19.0106,-101.1264,81.5,70,100,2.8
415,Nelson Bay,AU,2022-07-17 17:10:22,-32.7167,152.15,57.99,77,0,5.99
416,Santa Maria,BR,2022-07-17 17:10:23,-29.6842,-53.8069,53.47,69,73,5.66
417,Camacha,PT,2022-07-17 17:10:23,33.0833,-16.3333,71.02,68,20,16.11
418,Langen,DE,2022-07-17 17:10:23,49.9933,8.6728,85.91,20,0,8.05
419,Risor,NO,2022-07-17 17:10:24,58.7206,9.2342,73.29,58,91,14.88
420,Nairobi,KE,2022-07-17 17:06:36,-1.2833,36.8167,63.72,68,75,5.75
421,Grakhovo,RU,2022-07-17 17:10:24,56.0502,51.9676,65.8,89,100,4.0
422,Moron,AR,2022-07-17 17:10:24,-34.6534,-58.6198,56.95,54,0,11.05
423,Kirakira,SB,2022-07-17 17:10:24,-10.4544,161.9205,79.5,82,20,10.85
424,Smithers,CA,2022-07-17 17:10:25,54.7804,-127.1743,62.69,59,45,1.83
425,Roma,US,2022-07-17 17:10:25,43.2128,-75.4557,88.36,48,0,0.0
426,Tautira,PF,2022-07-17 17:10:25,-17.7333,-149.15,74.73,72,64,15.37
427,Sao Felix Do Xingu,BR,2022-07-17 17:10:26,-6.6447,-51.995,96.64,23,6,4.99
428,Hobyo,SO,2022-07-17 17:07:06,5.3505,48.5268,77.31,77,47,31.56
429,Conceicao Do Araguaia,BR,2022-07-17 17:10:26,-8.2578,-49.2647,97.61,19,2,7.11
430,Saint Anthony,US,2022-07-17 17:10:26,45.0205,-93.218,87.93,53,20,9.22
431,Yagodnoye,RU,2022-07-17 17:10:27,62.55,149.6667,56.03,94,100,5.37
432,Villazon,BO,2022-07-17 17:10:27,-22.0866,-65.5942,54.37,4,0,5.93
433,Ilula,TZ,2022-07-17 17:10:27,-7.6766,36.0366,55.85,79,16,6.42
434,Mehamn,NO,2022-07-17 17:10:27,71.0357,27.8492,55.35,76,20,6.91
435,Kamina,CD,2022-07-17 17:10:28,-8.7386,24.9906,69.57,35,26,5.55
436,Samana,DO,2022-07-17 17:10:28,19.2056,-69.3369,88.02,74,20,13.8
437,Izobilnyy,RU,2022-07-17 17:10:28,45.3741,41.7121,81.72,60,38,5.57
438,Vyborg,RU,2022-07-17 17:10:29,60.7076,28.7528,60.13,88,96,9.28
439,Muroto,JP,2022-07-17 17:05:42,33.2833,134.15,78.28,83,100,8.3
440,Dakar,SN,2022-07-17 17:09:16,14.6937,-17.4441,86.88,74,79,16.49
441,Puerto Gaitan,CO,2022-07-17 17:10:29,4.3133,-72.0816,82.56,74,92,5.41
442,Deniliquin,AU,2022-07-17 17:10:29,-35.5333,144.9667,39.06,96,5,7.34
443,Katherine,AU,2022-07-17 17:10:30,-14.4667,132.2667,66.52,72,39,6.91
444,Samarai,PG,2022-07-17 17:10:30,-10.6167,150.6667,78.96,84,37,8.95
445,Hamilton,US,2022-07-17 17:07:09,39.1834,-84.5333,76.05,94,40,12.66
446,Deputatskiy,RU,2022-07-17 17:10:30,69.3,139.9,41.27,77,95,1.59
447,Vryburg,ZA,2022-07-17 17:10:31,-26.9566,24.7284,57.34,37,0,6.69
448,Ngaoundere,CM,2022-07-17 17:10:31,7.3167,13.5833,66.74,94,99,4.12
449,Mastung,PK,2022-07-17 17:10:31,29.7994,66.845,74.86,60,93,12.48
450,Penzance,GB,2022-07-17 17:10:31,50.1186,-5.5371,75.88,61,100,10.33
451,Douglas,US,2022-07-17 17:10:32,41.3,-96.167,83.39,68,75,6.91
452,Korla,CN,2022-07-17 17:10:32,41.7597,86.1469,80.35,27,49,5.26
453,Middelburg,ZA,2022-07-17 17:10:32,-25.7751,29.4648,55.67,38,0,4.94
454,College,US,2022-07-17 17:10:33,64.8569,-147.8028,58.59,79,100,4.61
455,Sao Filipe,CV,2022-07-17 17:10:33,14.8961,-24.4956,76.24,79,25,15.86
456,Portland,US,2022-07-17 17:08:43,45.5234,-122.6762,70.0,59,75,8.05
457,Piacabucu,BR,2022-07-17 17:10:33,-10.4056,-36.4344,79.21,60,10,10.63
458,Mwinilunga,ZM,2022-07-17 17:10:34,-11.7358,24.4293,61.48,40,8,5.21
459,Monte Plata,DO,2022-07-17 17:10:34,18.807,-69.784,91.06,54,40,6.73
460,Isangel,VU,2022-07-17 17:10:34,-19.55,169.2667,73.89,85,80,15.21
461,Karasjok,NO,2022-07-17 17:11:35,69.4719,25.5112,51.62,83,100,4.32
462,Le Mans,FR,2022-07-17 17:11:35,48.0,0.2,91.33,22,0,10.36
463,San Quintin,MX,2022-07-17 17:11:35,30.4833,-115.95,73.02,70,17,7.61
464,Barra Patuca,HN,2022-07-17 17:11:36,15.8,-84.2833,83.44,77,79,10.04
465,Miri,MY,2022-07-17 17:11:36,4.4148,114.0089,78.08,85,100,3.6
466,Comodoro Rivadavia,AR,2022-07-17 17:08:00,-45.8667,-67.5,48.06,46,0,24.16
467,Oistins,BB,2022-07-17 17:11:36,13.0667,-59.5333,87.89,62,20,25.32
468,Leningradskiy,RU,2022-07-17 17:11:36,69.3833,178.4167,30.92,81,66,21.36
469,Tulum,MX,2022-07-17 17:11:37,20.2167,-87.4667,87.44,58,20,6.73
470,Erenhot,CN,2022-07-17 17:11:37,43.6475,111.9767,72.52,25,85,6.82
471,Inongo,CD,2022-07-17 17:11:37,-1.95,18.2667,74.73,67,92,4.9
472,Gurlan,UZ,2022-07-17 17:11:38,41.8447,60.3919,89.67,13,0,12.01
473,Mount Isa,AU,2022-07-17 17:11:38,-20.7333,139.5,51.57,76,2,0.0
474,Rawson,AR,2022-07-17 17:10:48,-43.3002,-65.1023,49.86,46,83,20.96
475,Kinkala,CG,2022-07-17 17:11:38,-4.3614,14.7644,80.1,50,9,5.21
476,Waddan,LY,2022-07-17 17:06:59,29.1614,16.139,92.03,16,0,13.02
477,Sfantu Gheorghe,RO,2022-07-17 17:11:39,45.8667,25.7833,73.92,25,1,6.35
478,Katobu,ID,2022-07-17 17:08:32,-4.9408,122.5276,73.99,92,89,4.23
479,Maraa,BR,2022-07-17 17:11:39,-1.8333,-65.3667,92.01,46,32,4.99
480,Surt,LY,2022-07-17 17:11:39,31.2089,16.5887,80.92,60,0,13.51
481,Brae,GB,2022-07-17 17:11:40,60.3964,-1.353,55.72,79,95,12.93
482,Panaba,MX,2022-07-17 17:11:40,21.2833,-88.2667,94.35,40,8,2.66
483,Parabel,RU,2022-07-17 17:11:40,58.6978,81.4825,53.28,92,76,7.14
484,Leshukonskoye,RU,2022-07-17 17:11:40,64.8989,45.7622,65.91,59,100,3.58
485,Alekseyevka,RU,2022-07-17 17:11:41,50.6309,38.6903,62.64,76,78,10.51
486,Egvekinot,RU,2022-07-17 17:11:41,66.3167,-179.1667,38.23,49,88,15.79
487,Tarbes,FR,2022-07-17 17:11:41,43.25,0.1667,99.07,18,0,6.91
488,Alpena,US,2022-07-17 17:11:42,45.0617,-83.4327,76.17,72,0,5.75
489,Sioux Lookout,CA,2022-07-17 17:11:42,50.1001,-91.917,83.19,38,0,7.67
490,Gondanglegi,ID,2022-07-17 17:11:42,-7.7479,112.0132,73.35,85,100,6.35
491,Kasangulu,CD,2022-07-17 17:11:43,-4.5911,15.1708,84.31,42,28,6.42
492,Okhotsk,RU,2022-07-17 17:11:43,59.3833,143.3,53.11,97,13,1.9
493,Sorland,NO,2022-07-17 17:11:43,67.667,12.6934,53.46,77,80,13.78
494,Nicoya,CR,2022-07-17 17:11:43,10.1483,-85.452,84.83,66,8,4.63
495,Trujillo,PE,2022-07-17 17:11:44,-8.116,-79.03,62.56,77,40,11.5
496,Beya,RU,2022-07-17 17:11:44,53.0533,90.9139,59.02,96,100,7.81
497,Abbeville,FR,2022-07-17 17:07:30,50.1,1.8333,93.25,16,72,8.55
498,Seoul,KR,2022-07-17 17:11:44,37.5683,126.9778,74.64,77,13,2.24
499,Gouvy,BE,2022-07-17 17:11:45,50.186,5.9392,83.98,43,41,6.71
500,Aykhal,RU,2022-07-17 17:10:51,66.0,111.5,49.1,97,100,3.04
501,Deloraine,AU,2022-07-17 17:11:45,-41.5333,146.6667,39.99,78,63,1.01
502,Vardo,NO,2022-07-17 17:11:45,70.3705,31.1107,57.18,82,0,8.05
503,Ponta Delgada,PT,2022-07-17 17:11:46,37.7333,-25.6667,72.32,88,75,16.11
504,High Level,CA,2022-07-17 17:11:46,58.5169,-117.136,73.33,45,89,6.11
505,La Romana,DO,2022-07-17 17:07:41,18.4273,-68.9728,89.96,55,75,13.8
506,Amapa,BR,2022-07-17 17:11:46,1.0,-52.0,90.82,46,27,4.38
507,Daitari,IN,2022-07-17 17:11:47,21.1,85.75,75.15,94,38,5.77
508,Kantang,TH,2022-07-17 17:11:47,7.4054,99.5156,77.65,88,11,2.08
509,Chipinge,ZW,2022-07-17 17:10:35,-20.1883,32.6236,56.17,72,94,3.11
510,Urucara,BR,2022-07-17 17:11:12,-2.5364,-57.76,94.01,40,62,6.26
511,Yumen,CN,2022-07-17 17:12:47,40.2833,97.2,77.61,35,98,11.56
512,Byron Bay,AU,2022-07-17 17:12:48,-28.65,153.6167,58.95,75,36,10.56
513,Dawson Creek,CA,2022-07-17 17:12:48,55.7666,-120.2362,67.48,46,1,7.92
514,Yelizovo,RU,2022-07-17 17:12:48,53.1873,158.3805,53.11,100,22,4.0
515,Chuy,UY,2022-07-17 17:12:49,-33.6971,-53.4616,51.76,62,0,13.85
516,Baker City,US,2022-07-17 17:10:12,44.7749,-117.8344,73.6,43,0,8.05
517,Formosa,AR,2022-07-17 17:08:34,-26.1775,-58.1781,58.98,58,75,5.75
518,Sarh,TD,2022-07-17 17:12:49,9.1429,18.3923,71.96,96,100,4.88
519,Akdepe,TM,2022-07-17 17:12:49,42.0551,59.3788,93.51,17,0,17.43
520,Buala,SB,2022-07-17 17:12:50,-8.145,159.5921,79.09,81,69,7.65
521,Cabedelo,BR,2022-07-17 17:11:43,-6.9811,-34.8339,77.67,80,43,18.97
522,Rosarito,MX,2022-07-17 17:12:50,32.3333,-117.0333,78.64,77,89,5.23
523,Bath,GB,2022-07-17 17:12:50,51.3779,-2.3591,85.6,30,93,8.97
524,Cooma,AU,2022-07-17 17:12:51,-36.2333,149.1333,34.97,81,58,7.85
525,Bose,IT,2022-07-17 17:12:51,45.4612,8.0137,93.16,45,3,5.68
526,Bubaque,GW,2022-07-17 17:12:51,11.2833,-15.8333,81.32,83,94,11.97
527,Warrington,GB,2022-07-17 17:12:52,53.3925,-2.5802,89.87,33,0,10.36
528,Jenbach,AT,2022-07-17 17:12:52,47.4013,11.7406,71.98,43,5,5.88
529,Carballo,ES,2022-07-17 17:12:52,43.213,-8.691,87.22,73,20,3.83
530,Okha,RU,2022-07-17 17:12:16,53.5739,142.9478,52.3,92,100,15.03
531,Bohl-Iggelheim,DE,2022-07-17 17:12:53,49.3806,8.3039,85.86,16,0,6.91
532,Inhambane,MZ,2022-07-17 17:12:53,-23.865,35.3833,67.51,83,2,8.43
533,Saint Marys,US,2022-07-17 17:11:34,30.7305,-81.5465,90.01,71,0,5.01
534,Sisimiut,GL,2022-07-17 17:12:53,66.9395,-53.6735,45.86,79,96,4.59
535,Antofagasta,CL,2022-07-17 17:10:42,-23.65,-70.4,58.28,61,0,9.17
536,Kattivakkam,IN,2022-07-17 17:12:54,13.2167,80.3167,86.09,86,100,15.23
537,Trofors,NO,2022-07-17 17:12:54,65.5333,13.4063,51.67,89,99,6.98
538,Ordynskoye,RU,2022-07-17 17:12:54,54.3656,81.8994,53.28,77,5,5.35
539,Chisec,GT,2022-07-17 17:12:54,15.8167,-90.2833,89.83,48,65,3.42
540,La Palma,US,2022-07-17 17:11:32,33.8464,-118.0467,90.97,83,100,5.75
541,Katangli,RU,2022-07-17 17:12:55,51.7102,143.2326,51.49,91,100,14.83
542,Maryville,US,2022-07-17 17:12:55,35.7565,-83.9705,89.85,65,40,10.36
543,Ayorou,NE,2022-07-17 17:12:55,14.7308,0.9174,92.43,39,75,6.78
544,Joao Camara,BR,2022-07-17 17:12:56,-5.5375,-35.8197,81.16,69,83,15.7
545,Meadow Lake,US,2022-07-17 17:12:56,34.8014,-106.5436,91.6,26,13,4.36
546,Ibra,OM,2022-07-17 17:12:56,22.6906,58.5334,84.6,55,100,4.12
547,Taft,IR,2022-07-17 17:12:57,31.7471,54.2088,91.35,8,0,6.91
548,Sechura,PE,2022-07-17 17:12:57,-5.5569,-80.8222,73.94,58,4,10.8
549,Alyangula,AU,2022-07-17 17:12:57,-13.8483,136.4192,67.95,91,37,10.4
550,Sungaipenuh,ID,2022-07-17 17:12:58,-2.0833,101.3833,64.62,93,73,2.68
551,Yuzhno-Kurilsk,RU,2022-07-17 17:12:58,44.0306,145.8556,61.7,99,100,12.03
552,Hurricane,US,2022-07-17 17:12:58,37.1753,-113.2899,100.74,21,36,2.98
553,Waipawa,NZ,2022-07-17 17:12:58,-41.4122,175.5153,50.77,73,95,20.29
554,Odoyev,RU,2022-07-17 17:13:59,53.9393,36.6864,59.0,85,100,5.7
555,Chiredzi,ZW,2022-07-17 17:13:59,-21.05,31.6667,64.31,61,83,4.21
556,Sao Pedro Do Sul,BR,2022-07-17 17:14:00,-29.6206,-54.1789,54.23,68,64,5.1
557,Ust-Ilimsk,RU,2022-07-17 17:14:00,58.0006,102.6619,52.45,94,7,2.8
558,Awbari,LY,2022-07-17 17:14:00,26.5921,12.7805,95.88,12,1,13.33
559,Tsiroanomandidy,MG,2022-07-17 17:14:01,-18.7667,46.0333,62.46,47,12,8.86
560,Balkhash,KZ,2022-07-17 17:14:01,46.844,74.9804,74.89,51,1,17.87
561,Pemangkat,ID,2022-07-17 17:14:01,1.1667,108.9667,78.42,77,100,5.57
562,Amga,RU,2022-07-17 17:14:01,60.8953,131.9608,66.7,72,20,2.17
563,Aleksandrov Gay,RU,2022-07-17 17:14:02,50.147,48.5704,78.69,41,30,8.34
564,Tutoia,BR,2022-07-17 17:14:02,-2.7619,-42.2744,85.39,60,13,8.46
565,Yulara,AU,2022-07-17 17:13:49,-25.2406,130.9889,51.73,21,19,8.99
566,Belmonte,BR,2022-07-17 17:14:02,-15.8631,-38.8828,78.37,64,23,7.34
567,Spaichingen,DE,2022-07-17 17:14:03,48.0833,8.7167,82.15,44,7,5.01
